,video_id,t1,t2,t3,t4,t5,t6,t7
2233,U8wriaWU7bI,,,,,,0.059867788,0.9386339
2234,BIcpJtiIqyo,0.21570557,0.06135891,,,,,0.711493
2235,jQ6y9_cv_uI,0.29321098,,,,,,0.70408624
2236,Dw5GkVqfxd8,0.359653,,,,,,0.6385033
2237,FFYUu8fvhS0,,,,,,,0.9966192
2238,om_uDHcOdmI,,,,,,,0.9821059
2239,nVEEbKzaZFQ,,,,,,,0.9959261
2240,Uy9UeC8rlM0,,0.026366567,,,,0.35696724,0.61527014
2241,6Db92U07RAI,0.035911195,,,,,,0.95882964
2242,yFmyZarPJmY,,,,,,,0.99766684
2243,0Co4F6GZpok,0.36895838,,,,,,0.62845933
2244,lLsUY2rlg-U,0.019676758,,,,,,0.97741556
2245,jcGg6ebEdxo,0.105297305,,0.023057157,,,,0.8654956
2246,P5Qcbo-oYGk,0.19160527,,,,,,0.8042842
2247,I04AAL_vX0w,,,,,,,0.99105495
2248,LvKP7yvfm9A,,,,,,,0.9889955
2249,GK0x6M29u_g,0.4767277,,,,,,0.5197804
2250,os2wKIlPzEQ,,,,,,,0.9917399
2251,B5gu6o6CIDA,0.5558083,,,,,,0.44227397
2252,xYv9bsFp-8U,0.23485765,,,,,,0.75745004
2253,32qzFAfxBnc,0.39611128,,,,,,0.6018735
2254,WDsua-v1mOY,,,,,,,0.9958706
2255,1vl9N4Sk8QY,,,,,,,0.99613374
2256,U5Jvz8PexI4,0.014536128,,,,,,0.9846555
2257,gbbjijnOi7o,0.18374863,,,,,,0.8111049
2258,xBMuxH3s-0M,,,,,,,0.99646664
2259,_wSXBkoCTzM,,,,,,,0.99788904
2260,RK97IWYmHW0,,,,,,,0.98283166
2261,P_AFxMQOs1c,0.4700071,,,,,,0.52093434
2262,Lie9J3XFxYo,0.14620304,,,,,,0.8344542
2263,RCQlpDFKV6I,0.088103466,,,,,,0.90208393
2264,gewjb78G91w,0.12931383,,,,,,0.8692853
2265,BImnJHAtH5U,0.40958297,,,,,,0.58373183
2266,OcdNYS6Jwds,,,,,,,0.97679883
2267,gHSbOhXUqiw,0.19468601,,,,,,0.7998545
2268,CHhH1AFj1O8,,,,,,,0.98755985
2269,9TBFqpzfpDU,,,,,,,0.9900132
2270,8kKJ51GTcgo,,,,,,,0.9977569
2271,1RJWIBW1iSM,0.2850734,,,,,,0.71320283
2272,lwGF3nYqLYg,,,,,,,0.9953282
2273,JvWjJqcS-8E,0.20041105,,,,,,0.7966334
2274,WsxFblS7KQw,0.37444684,,,,,,0.62388515
2275,KjnuRvP6Rus,0.46588513,,,,,,0.5290788
2276,rvyXYiSAgik,0.18051444,,,,,,0.81458515
2277,4cFTtRTo610,0.3137041,,,,,,0.6822086
2278,kV_vWOlaagc,0.41277325,,,,,,0.5855277
2279,ecvNsXGGq2M,0.077996425,,,,,,0.9125241
2280,40unV1BfZgI,,,,,,,0.94949204
2281,681iVxAWoHc,,,,,,,0.9962953
2282,0s4jZEqBOkQ,0.05679685,,,,,,0.9401343
2283,LXAIx45ROQo,,,,,,,0.99434537
2284,rNHGeYmAUG0,0.013845638,,,,,,0.98246115
2285,MQ35l_JDCEU,,,,,,0.11868358,0.87736315
2286,AkMu5BOjd8c,0.20850383,,,,,,0.7538315
2287,_8M5JKSg1Dk,,,0.1566046,,,,0.83203197
2288,jrva8dChYtU,0.026559005,,,,,,0.9712605
2289,Lld9C51UgDg,,,,,,,0.99826676
2290,Cnsg19Gk82Y,,,,,,,0.9892637
2291,oMi-aqRvsNo,0.27173463,,,,,,0.72259
2292,JS07HHuSDqU,0.49293727,,,,,,0.50025004
2293,JW3HXnxNdSM,0.17857331,,,,,,0.81931025
2294,ueMR8IwkVYM,0.025140638,,,,,,0.96852463
2295,sANSqfEEp-c,0.091407776,,,,,,0.90252805
2296,mQ92VJpNDVI,,,,,,,0.99786365
2297,tAH7fLvL2BA,,,,,,,0.99607253
2298,jC1RzsCC2dw,0.15800679,,,,,,0.83293813
2299,WtgtCjaURdI,,,,,,,0.997137
2300,KN_VTVbw3i0,0.38965532,,,,,,0.6052332
2301,ouG8MXD2teM,0.56022036,,,,,0.03485134,0.40135083
2302,Xwq9HK7Igmc,,,,,,,0.9987299
2303,lXqD1peeAdk,0.10564348,,,,,,0.8927112
2304,NwFl6dcziL0,,,0.04688945,,,,0.9454236
2305,ZM-nBm4CAH4,0.3699271,,,,,,0.62900305
2306,y7xZ-kJDgvM,0.35652667,,,,,,0.64131737
2307,QrWzFYsBCb8,,,0.014048477,,,,0.9757464
2308,YftvpUEJvUM,,,,,,0.1241685,0.87406766
2309,W6AHiZCW9eg,0.26076907,,,,,,0.7377375
2310,GGXmC3_Gqtw,0.0288432,,,,,,0.96771604
2311,-A7JkEIUN7s,0.06969258,,,,,,0.9282459
2312,MUdX1yNEej0,0.6446384,,,,,,0.33300254
2313,Sa4yL6G6uls,,,,,,,0.96929795
2314,vOQrtDUADGQ,,,,,,,0.991328
2315,obg-aIxN_rc,,,,,,,0.98173577
2316,I7VipUwoZcs,,,,,,,0.99773973
2317,hu5r78AZxWw,,,,,,,0.99738145
2318,TqjwSNRDrO8,,,,,,0.15970951,0.8391204
2319,OXI5OCGoj5M,0.13410021,,,,,,0.8638787
2320,7MLNGJria1U,0.083862,,,,,,0.9086113
2321,FdszgjIUqZE,0.10509871,,,,,,0.8932414
2322,NakX-vtxYhI,0.049086012,,,,,,0.9468025
2323,KezC8yO85xA,0.09995794,,,,,,0.89585894
2324,lZ0muB9Lucg,,,,,,0.06664133,0.93031347
2325,BCpRrT7sDkY,0.026135745,,,,,,0.9727135
2326,ZFK-NnqmyhQ,0.4377099,,,,,,0.55858314
2327,KfT6OY-y-_s,0.59564877,,,,,,0.3987641
2328,fQKfNh_vP-k,0.28434947,,,,,,0.7106488
2329,w9MvjGMnVak,0.22956842,,,,,,0.7681895
2330,p0vQh_QMSdk,0.069386676,,,,0.0148136085,,0.91340315
2331,mknEK-he8YM,0.15731244,,,,,,0.8390729
2332,DL1Lp7iJVeg,0.1455634,,,,,,0.85068196
2333,ydfCil8AT4A,0.33247378,,,,,,0.6651413
2334,Mi7iqqGabGo,,,,,,,0.9935852
2335,AYPCZBXOrHI,0.18532458,,,,,,0.81138986
2336,LRSwJo6fXOo,0.011018944,0.12744176,0.010993955,0.010993984,0.01099398,0.011025395,0.81753194
2337,NDeLJ4Rbpqo,0.090026625,,,,,,0.9048275
2338,rAE2cuPqplc,0.046553407,,,,,0.106729664,0.8442911
2339,yNye3oZ7SXc,0.17401019,,,,,,0.82389444
2340,VcIlG4NUsgI,,,,,,,0.9972742
2341,rmH2sD1enjI,0.34738383,,,,,,0.65112215
2342,AvNVk7j6tGI,0.08555604,,,,,,0.91067505
2343,_rulzeW2tT8,0.06215538,,,,,0.13404283,0.80090874
2344,hSscr06RSJY,,,,,,,0.99408007
2345,-gmI7ZVwp5Q,0.37205127,,,,,,0.6243329
2346,tuqNmGrytD8,,,,,,,0.99500495
2347,pvR6Kb1HUbA,0.3714329,,,,,,0.6271808
2348,BWqI31d1sxw,0.3524979,,,,,,0.6459367
2349,lvtyM2EMCbQ,0.18092065,,,,,,0.8159534
2350,2fxm9rorr1c,0.011475481,,,,,,0.9850195
2351,j04XnWOVuYg,,,0.3548742,,,,0.6354479
2352,ZZZYBsReh64,,,,,,,0.95706934
2353,0S1BnyY3RWc,0.15650184,,,,,,0.8279437
2354,o62r-LzFAcc,0.037785325,,,,,,0.9580318
2355,14lRHY7IZss,0.04158729,,,,,,0.95701146
2356,YFWsyUlu3_o,0.09434288,,,,,,0.8877512
2357,2yBOsgHV1iw,0.27957729,,,,,,0.71729857
2358,SFbxKvXKBlo,,,,,,,0.9982547
2359,eGp3MFdRzes,0.030453037,,,,,,0.9674614
2360,mqajhYBWDx4,0.18728335,,,,,,0.81024957
2361,RD1RDbZXvjc,,,,,,,0.9951472
2362,zUNE9VIf1Vg,,,,,,,0.9941191
2363,cbJ05xEItO0,0.015948802,0.01589583,0.01588388,0.015880352,0.015880354,0.0158898,0.90462095
2364,HAySl5SkLHI,0.22008951,,,,,,0.77839047
2365,A52gXiPoF1A,0.5263702,,,,,,0.47088823
2366,3GAVVnrF9hU,0.20884344,,,,,,0.78887755
2367,oYN2vQnjjsI,0.12059715,,,,,,0.8742575
2368,CZUMg_W-eQ0,0.19977613,,,,,,0.7958621
2369,7S1fY9332VQ,0.6596772,,,,,,0.33686662
2370,ZFPi1njs-Zg,0.07193628,,,,,,0.9252801
2371,z9NGw1Q46yE,,,,,,,0.99829
2372,4pc-PzaaFf8,,,,,,,0.99768203
2373,VmX1nIJL-m8,,,,,,,0.9984487
2374,OIzJj8esh3U,0.083789185,,,,,,0.9034363
2375,8V1O2EFQG0A,0.2327914,,,,,,0.76190734
2376,SpvjscV-aW0,,,,,,,0.9943158
2377,SOCXuVlFb9M,,,,,,,0.99663126
2378,3Q2KxS32Q1g,,,,,,,0.99596536
2379,mBBwkWGfgk8,0.07395963,0.021201083,,,,,0.9020045
2380,NHpBytLM4D0,0.036213472,,,,,,0.95937806
2381,cSdUyXZrS3A,0.2977318,,,,,,0.7007856
2382,fxLhQGsYp0c,0.2724985,,,,,,0.7246642
2383,-ABbwynvNKg,,,,,,,0.9953319
2384,RsipupokIMY,0.029570848,,,,,,0.9672053
2385,tvM9ZWt-w34,,,,,,,0.9969106
2386,wdgUmPYiRSM,0.11717167,,,,,,0.8786693
2387,9pyYUvkcxRI,,,,,,,0.9961128
2388,mWQQvs4iQ0s,0.09002587,,,,,,0.90482813
2389,BTTIU-A710M,0.51436526,,,,,,0.48399016
2390,vdiqTLP6F3I,,,,,,,0.99535745
2391,Q0zKu7ACnnI,0.40460157,,,,,,0.59373826
2392,dWaOidQrSFo,0.07858384,,,,,,0.9195987
2393,rszK4_Pk6G8,,,,,,0.0127030015,0.98581743
2394,oJnLLpZZ_kc,,,,,,0.05882552,0.93736583
2395,CECivUNtKKk,0.47834635,,,,,,0.51712406
2396,V0t_kkEi0QM,,,,,,,0.9973158
2397,e9DgtcIklqM,0.4171383,,,,,,0.58149606
2398,I4lwiWAMRfc,0.32830182,,,,,,0.64614844
2399,Ebc-OxhjDb4,0.2836758,,,,,,0.70201015
2400,LzD75Pj4pfg,0.065202534,,,,,,0.9329723
2401,57-0htXKn7c,,,,,,,0.9867827
2402,a_6k1BHTmPo,0.02000703,,,,,,0.9775846
2403,-MejjGs5gTk,0.5686255,,,,,,0.424621
2404,jnZQYC5kRo4,0.052215736,,,,,,0.94468844
2405,VlVM-LUmrSE,0.3059401,,,,,,0.6913194
2406,-LufN_rnYAo,0.12020314,,,,,,0.87640727
2407,ehdLNjD1x4E,,,,,,,0.99644774
2408,y-QOVWwy73c,,,,,,,0.99729943
2409,5w6mk535Zv0,0.35120088,,,,,,0.6451674
2410,ylfVOUZUYtE,,,,,,,0.996605
2411,yrXE-Eb1_c4,,,,,,,0.99086314
2412,uY8FNsqcg2c,,,,,,,0.9941125
2413,Gf01IzYGQuE,0.16922136,,,,,,0.8245017
2414,NnK4K9BmUSI,0.17599839,,,,,,0.82109237
2415,mhr817ZDvfU,,,,,,,0.9985465
2416,5r4xKrg65G4,,,,,,,0.9984383
2417,M6MOU7T_ZoI,,,0.18884014,,,,0.7856222
2418,7kFQH01pvb8,0.35386997,,,,,,0.63544196
2419,xMMF2PSU9tw,0.19866769,,,,,,0.79898655
2420,trQwE5yESwI,,,,,,,0.97137344
2421,_m2Fr_k3x04,,,,,,,0.9964778
2422,pKUFf-_x-j4,,,,,,,0.9965728
2423,P8SqiYh0M3I,,,,,,,0.99766594
2424,asqHc7RdRrY,0.06645855,,,,,,0.92121017
2425,EYLUUm9SLW0,0.48353276,,,,,,0.5151965
2426,i6lx5XRnNuk,0.14414784,,,,,0.102420755,0.7480833
2427,ZA-Vsau8g7Q,0.49165285,,,,,,0.503164
2428,x62Gc9KpbT0,0.57293355,,,,,,0.4233391
2429,-RIoTZ5XPuA,0.51326007,,,,,,0.48250732
2430,jy86_8M9jro,0.065395094,,,,,,0.93111265
2431,HFFVIalG_nk,,,,,,,0.9975537
2432,slydIJ62xnI,0.37422574,,,,,,0.6225088
2433,ltY5R0PNctQ,0.10728214,,,,,,0.89060813
2434,cukpXbm1nAs,,,,,,,0.9859354
2435,WQVRCnLWC1E,0.46840632,,,,,,0.52825075
2436,ifW36LXDM80,0.5095818,,,,,,0.48896983
2437,N77WzYEHNRE,,,,,,,0.9834852
2438,uDjxd_Dowvw,0.082427755,,,,,,0.91338956
2439,nbpBMSM5MhM,,,,,,,0.9965638
2440,z0c0mw42iXQ,,,,,,,0.9970474
2441,LSclZrpbAY4,0.03002384,,0.047676034,,,,0.908987
2442,iw9bRmiWQ6M,,,,,,,0.99604374
2443,QMoQOnipPUI,,,,,,,0.96416765
2444,HJFs4ZUotek,0.2557067,,,,,,0.7403849
2445,c54pQ9fZzP4,0.0610778,,,,,,0.93040586
2446,zR39RzCouhc,0.17599773,,,,,,0.821093
2447,vnNWor30zxg,0.09775336,,,,,,0.8926537
2448,FqOqLM9u9Mk,,,,,,,0.9947259
2449,W0QkkIdEyco,0.089111485,,,,,,0.90990186
2450,QAineeozV7g,0.015065266,,,,,,0.98151004
2451,8Yhco0ft4hk,0.16630605,,,,,,0.8308533
2452,0NWIdqlG63A,0.26334724,,,,,,0.7320661
2453,00Xb6LDpq-s,,,,,,,0.9837852
2454,dJ6MwzEKgH4,0.15314472,,,,,,0.84348154
2455,nBIdtDwsJow,0.11100937,,,,,,0.8874544
2456,Zm2tpYofzH0,0.021777594,,,,,,0.9759511
2457,W6m6Ojo9rKU,0.37449762,,,,,,0.6238793
2458,E2FK8gKivu4,0.087437175,,,,,,0.8966161
2459,4UjpwIo2zU0,,,,,,,0.9933883
2460,Hyi8QNIKSek,,,,,,0.080366775,0.9171308
2461,AAZbviHZVhE,,,,,,,0.99800116
2462,6IFIOjNwoBU,0.5078814,,,,,,0.46742958
2463,dMiRurppZrw,0.3504719,,,,,,0.6457832
2464,ziit1JRXpbw,0.17982262,,,,,,0.81714725
2465,n7dbLPxsh8o,0.074191146,,,,,,0.924515
2466,U6X9LEWx4Go,,,,,,,0.99506354
2467,FiU09bC8e0c,0.42714742,,,,,,0.5693442
2468,AHyPKwkpej0,0.220872,,,,,,0.7721186
2469,b4q8yGn58QQ,0.060255352,,,,,,0.9312293
2470,G8hv6MOYjGM,,,,,,,0.99819535
2471,d1-JY9FKETo,0.241216,,,,,,0.74826545
2472,LhFt0ZPD4Io,0.21615835,0.023818722,0.023825295,0.023818934,0.023818932,0.023900148,0.6646597
2473,VmTuox4dvZY,0.46687648,,,,,,0.53007984
2474,n9z3xdVhRTY,0.6049982,,,,,,0.39157706
2475,RG1LNQk1RBs,0.5960972,,,,,,0.400118
2476,c6IAeKpQXD4,0.292888,,,,,,0.70458335
2477,sOgvkUwwTa0,,,,,,,0.9969224
2478,GprqREc4xdg,0.0457576,,,,,,0.95006007
2479,PfUaJBuyNpE,0.34860137,,,,,,0.6497104
2480,v_aosN-JO3k,0.4336283,,,,,,0.56368273
2481,jshaF9Jp9JQ,,,,,,0.1475653,0.8513038
2482,LvMsFzl7hCo,0.0511121,,,,,,0.9444445
2483,W9On5fAdu8I,,,,,,,0.99837494
2484,Uct1DGuoqa0,,,,,,,0.9953258
2485,wOIuZ1kqOcE,0.05746327,,,,,,0.9391291
2486,WiTnQWisB9o,0.100898534,,,,,,0.8952964
2487,8o9RuUTOXwc,,,,,,0.030562336,0.96801764
2488,xvsQ6_BdXPI,0.072410636,,,,,,0.92473924
2489,3eq39s9Qb-4,0.13297129,,,,,,0.8652751
2490,tSuWNEEiKqo,0.56542104,,,,,,0.40904117
2491,kB8bNKEUKi8,,,,,,,0.99626774
2492,ziqgrGw3Eyw,0.029072726,,,,,,0.9608531
2493,mm8GZhFU5bY,0.16505101,,,,,,0.8320644
2494,EEB4RXIHoYY,,,,,,,0.9906477
2495,0QCmIn1jihk,0.10092379,,,,,,0.89514494
2496,VKxY9uCO3fc,0.013186337,0.14890645,,,,,0.8360424
2497,6VBnX4BkGRg,,,,,,,0.98885167
2498,0ObdNu-drIs,0.14469522,,,,,,0.8484226
2499,LtL9zmFpvxw,0.02855307,,,,,,0.9688541
2500,xPQolGgs7KU,0.38530034,,,,,,0.6121458
2501,jrvojJUnb6g,0.061444666,,,,,,0.9332555
2502,ogCYK3rdueg,0.03653334,,,,,,0.9584592
2503,H5_tA319-PA,0.029611405,,,,,,0.9573747
2504,1ZL5OTFi5kI,,,,,,,0.9981804
2505,BAp8qyNuiRQ,0.089339085,,,,,,0.87957895
2506,2FWwMQylJeQ,,,,,,,0.99919444
2507,shpK1Gjvnuo,0.015793271,,,,,,0.98274785
2508,MNh39h02zYI,,,,,,,0.99055654
2509,NJldaJnYDZk,0.27854037,,,,,,0.71217054
2510,82aZZraeSxk,,,,,,,0.9669661
2511,Q52zOsXKCXY,,,,,,,0.9957493
2512,XYCSpBjYhpk,0.010222299,0.21327147,0.0102146035,0.010214825,0.010214819,0.010214593,0.7356474
2513,HXPJ3ikDWS4,,,,,,,0.9978613
2514,nesQa4U8Y1w,0.48033577,,,,,,0.5079261
2515,bGW_uqlLHGU,0.02771612,,,,,,0.9696458
2516,NCUYoM4vvPU,0.011062389,0.011006405,0.011003843,0.010996721,0.010996721,0.011009516,0.9339244
2517,Efl7xVPdH08,0.15704393,,,,,,0.83518267
2518,jTW3h_lDnNc,,,,,,,0.9976477
2519,yPa36MjcqOk,0.43025976,,,,,,0.56694514
2520,rpB2cny7bgs,0.06914972,,,,,,0.9221275
2521,X4pQF3ljuAE,0.041864846,,,,,,0.95440966
2522,yJhq7WNBpvo,,,,,,,0.9856822
2523,kSCfbSKSxMc,,,,,,,0.9933419
2524,Ptd2F5SjEaQ,0.26872057,,,,,,0.72516555
2525,2FwD9BNjAX8,0.05646697,,,,,,0.9422083
2526,3u7jP3U01-A,,,,,,,0.9890258
2527,IIr82aeP0Sg,0.12108288,,,,,,0.87672246
2528,sPW4Jm3Br5Q,,,,,,,0.9983581
2529,hiL9p0h9n6E,0.347215,,,,,,0.64924157
2530,MHQ30u5zPzk,0.15770555,,,,,,0.84097177
2531,xJt03YbJGkY,0.18867491,,,,,0.03539953,0.77437407
2532,9yg-ZFC4EtA,0.01604231,,,,,,0.9821139
2533,-7d0Laiofdo,0.15894349,,,,,,0.8367978
2534,Yb_wEQOKTBE,0.3382724,,,,,,0.61398345
2535,RWKDOOCl2uU,0.017959932,0.018033398,0.017865082,0.017865043,0.017865032,0.017980132,0.8924314
2536,0S1QPBnp8BM,0.044715296,,,,,,0.95362127
2537,qVKZn9Khn2s,0.027247053,,,,,,0.96904534
2538,SydI6-mAcJo,,,,,,,0.9905557
2539,o2iLzZ4lSr4,0.053820316,,,,,,0.9438918
2540,4a3SaRJwKP8,0.03668621,,,,,,0.9590542
2541,ZnbwdwjhhCo,0.17782147,,,,,,0.8169571
2542,L0maUNPheMs,,,,,,,0.9854527
2543,Ohtv37oC3uk,0.19813718,,,,,,0.7982473
2544,t_TSb3K3EEk,0.37024325,,,,,,0.6131279
2545,Zdg1A3F316A,0.1250107,,,,,,0.8696124
2546,9YyB6sQ4iwA,,,,,,,0.9984695
2547,SUOsN13cR1w,,,0.015491258,,,,0.9790005
2548,tNSXD_WHAEU,0.08145701,,,,,,0.9137425
2549,3J7sLxoNM4w,0.12450049,,,,,,0.8712168
2550,G15VdC-RlnI,0.36870804,,,,,,0.6241373
2551,ON-HQtuqOSo,0.1186675,,,,,,0.8762941
2552,eHPYf-R8WSY,,,,,,,0.99751806
2553,q4b3KcvxDZQ,,,,,,,0.99676013
2554,BAWGZxN30Q8,,,,,,,0.99359006
2555,snzkiNwSZlM,0.037797287,,,,,,0.95801985
2556,QObz8P2errw,,,,,,,0.99411696
2557,LlKQsfDGrxw,,,,,,,0.9981202
2558,i9fy8ZJJyvc,0.23892444,,,,,,0.7563079
2559,qWCMIolvyAA,0.0326345,,,,,,0.9615013
2560,nh2jcyr1iBY,,,,,,,0.99606025
2561,Qv-SSuD71a4,,,,,,,0.99631506
2562,-ZvU59V8qKc,,,,,,0.21022497,0.7876057
2563,lhtzh7A7veE,0.35247073,,,,,,0.6419845
2564,--FgirMMZfw,0.08073232,,0.017328225,,,,0.8981257
2565,6Ts1YUNGCTk,0.13121626,,,,,,0.8631479
2566,T0vdN_KpFw0,0.27410015,,,,,,0.7240269
2567,Y7UXjz0_a9k,,,,,,,0.9933432
2568,6Yx4uHucWm4,,,0.09961947,,,,0.8979183
2569,eZSQJnLPFB8,0.34625682,,,,,,0.6517227
2570,_gvE5ju3I_A,,,,,0.119061895,,0.8544321
2571,nMHlzpNsXRM,0.17970075,,,,,,0.81634784
2572,v90zOy3gZS8,0.053907577,,,,,,0.9402304
2573,WYpSCuhntrU,0.28627035,,,,,,0.7107958
2574,fMpBNKQrG2M,0.2906142,,,,,,0.7074196
2575,z_1fZzwSj0U,,0.048828263,,,,,0.93527347
2576,vaThc_N0OPo,,,,,,,0.97903913
2577,Ox83TZolF1E,,,,,,,0.9964949
2578,I11c6bcJmDk,,,,,,,0.9975374
2579,sYaKYDYYVwI,,,,,,,0.9928993
2580,gvCbSBcojow,0.17234626,,,,,,0.8226876
2581,gDN1kcb7TTc,,,,,,,0.9991943
2582,0Q1TcMgSBQw,,,,,,,0.9876313
2583,5ZeVfszXic8,0.042517144,,,,,,0.9527438
2584,xVqYtAcKAYQ,,,,,,,0.9943129
2585,nqNKbkdoR6I,,,,,,,0.99833834
2586,Xo2I9yZdMd0,,,,,,,0.99204296
2587,pvg-s-6isdw,,,,,,,0.9522906
2588,3Wyps8wUo4c,0.33140215,,,,,,0.665191
2589,PpfJKy5FHTk,0.19866732,,,,,,0.798987
2590,_toNDeSi9Bc,,,0.243352,,,,0.72685844
2591,fg45qIpddoA,0.40706867,,,,,,0.58676076
2592,eBRHkVPlgDg,0.3245714,,,,,,0.65160084
2593,6uWacAfMTkY,0.34158748,,,,,,0.6548372
2594,HGBdMl3c33o,0.52311873,,,,,,0.47365683
2595,nMIeZqBgO7M,0.2386378,,,,,,0.7558148
2596,xUFtWHU-ig4,0.11038794,,,,,,0.8475637
2597,RYJdKjLGlaY,,,,,,,0.99766475
2598,VULvtH5uB4s,0.50313044,,,,,,0.4938638
2599,1DvD0AB37ZA,0.1893257,,,,,,0.80743814
2600,v3x7Ksn5WnY,,,,,,,0.99788463
2601,4Q6a8tcxWxo,,,,,,,0.9844879
2602,1nCM1apDNoY,0.15735419,,,,,,0.8398946
2603,WV38uJFeTH0,0.17938945,,,,,,0.8164028
2604,_L2gLZo94mw,0.067769,,,,,,0.9098786
2605,wQVgrlARWEE,0.013503841,,,,,,0.98322874
2606,ZhWNlhLLjy8,,,,,,,0.9977609
2607,UnKiU-YA-lQ,,,,,,,0.99720067
2608,mZE_rrtoADc,0.016041685,,,,,,0.9821145
2609,nKqMUmkmvXc,0.2125957,,,,,,0.7587783
2610,GkBQV6K38B4,0.09405159,,0.025610944,,,,0.8761302
2611,x-x0IdSBW4Q,0.21687844,0.023787525,,,,,0.7531813
2612,DEE0SGQRC4c,0.013288845,,0.01008337,,,0.06513378,0.9104741
2613,0WsjTtctMWU,0.047776505,,,,,,0.94050163
2614,g2uro_JU0jM,0.03907441,,,,,,0.95681125
2615,bJa6GKo8fUc,0.046598393,,,,,,0.9444608
2616,_Cta0RjcK48,0.20477322,,,,,,0.7931819
2617,9oEmm2h_9dc,,,,,,,0.9981372
2618,FWJ5aSG6Qi8,,0.01597155,,,,,0.98109674
2619,D1HFRPz0xNU,0.6596807,,,,,,0.3368631
2620,FA9Twb1cRNU,0.229667,,,,,,0.7661699
2621,HL5mF_iyBdc,0.3930699,,,,,,0.60544896
2622,9ElHfckO2hk,0.50093645,,,,,,0.49273282
2623,L_kO6Wnm4_s,0.31657934,,,,,,0.67965615
2624,tyXvUbKLeeE,,,,,,,0.99752414
2625,oklHVr_kQqA,0.31835225,,,,,,0.63959455
2626,qyYy3TAoCaw,0.111672364,,,,,,0.88393927
2627,HLgw5kA6XZE,0.37968636,,,,,,0.61642665
2628,z7IAUCTC9E4,0.11074753,,,,,,0.8876408
2629,WFF0hvpfkWE,0.032843035,0.044125974,,,,,0.9221724
2630,HMM_eTNwV7U,0.25543064,,,,,,0.74337065
2631,biP4j6WV1lw,0.18541549,,,,,,0.8093247
2632,xfdhMt1spiA,0.058347374,,,,,0.2719648,0.66623956
2633,Jx_Ta1u_-nA,0.026002027,,,,,,0.9676058
2634,_tYICvL13N8,,,,,,,0.9961128
2635,Y3L-1RDg4iU,,,,,,,0.99482626
2636,ukW04nnjFmo,0.3625446,,,,,,0.62851304
2637,_QRE1W7mOrA,,,0.09736746,,,,0.8995609
2638,W7uZ5oCehbM,,,,,,,0.9895192
2639,0JnzSowUKAU,,,,,,,0.9905673
2640,h4IiZz039sk,0.60063344,,,,,,0.39492214
2641,jbufh5iypEo,,,,,,,0.99784094
2642,auWgYr4PYhc,,,,,,,0.9934451
2643,R1FthvKqL8g,0.20819919,,,,,,0.78128
2644,m2nIee0squE,0.6201473,,,,,,0.3766262
2645,4-wLUko15yA,,,,,,,0.98133206
2646,v9EwBtpfBAA,0.30547523,,,,,,0.6892643
2647,zGIaWXPdPU8,0.03668621,,,,,,0.9590542
2648,hK1gikR0fCg,,,,,,,0.9929013
2649,htyDYhC21uo,0.14842777,,,,,,0.8488724
2650,BjuWnfhYERc,0.24868271,,,,,,0.7486368
2651,JZRdnyjH2NU,,,,,,,0.9972806
2652,Stlrbk2WfNw,,0.012143048,,,,,0.9806499
2653,SAzANepFscc,,,,,,,0.99284655
2654,i7MkzOVDAxo,0.012584432,,,,,0.10093561,0.8816233
2655,sDgePvjRLNQ,,,0.031864896,,,,0.9657666
2656,_fwgIAiX0aU,0.525412,,,,,,0.4699455
2657,g4etDM005wk,,,,,,,0.9942266
2658,Gzp-OML-4lY,,,,,,,0.9962191
2659,aJHxY8lB3Dw,0.047592014,,,,,,0.950991
2660,4t9McVxZRlU,,,,,,,0.9969878
2661,HtO5rsxBXpE,,0.097606346,,,,0.12566411,0.7751442
2662,72nKhIj5IrU,0.18223433,,,,,,0.8152289
2663,1_90VdDkK8k,0.4052434,,,,,,0.5919838
2664,WsT4lfL0ud4,,0.16311975,,,,0.1570197,0.6785972
2665,VoyYYU6JUXY,0.013107341,0.012995139,0.012990911,0.012989808,0.012989808,0.012994094,0.92193294
2666,iF8hMHzkJIc,0.029986545,0.055374328,,,,0.047659762,0.86541796
2667,YhSELY8eFYM,0.26143652,,,,,,0.7358945
2668,o_mwbPgavII,0.38146064,,,,,,0.6163313
2669,kfrD1S2DOCc,0.04694077,,,,,,0.9482894
2670,DKHGHy6gcJc,0.10080898,,,,,,0.8971651
2671,ybluwLbwpS0,0.21206565,,,,,,0.78319657
2672,BOtX0HniFRI,0.11082227,,,,,,0.8868544
2673,5uZMOvcy_xo,0.24374759,,,,,,0.7518906
2674,lrDNQCyBkOE,,,,,,,0.9804916
2675,oaSveg1EdV4,0.18344308,,,,,,0.8152348
2676,yIm7ECRm4_I,0.011114644,0.011024068,0.011069415,0.010992279,0.010992284,0.011020625,0.9337867
2677,i8ayp1adRX8,0.65968144,,,,,,0.33686236
2678,Q7HyukQ-mGw,,,,,,,0.9938217
2679,Qf2gfXQEGho,,,,,,,0.9936867
2680,fItYkKFgips,0.15055808,,,,,,0.8482416
2681,fJxM9IyS-FY,,,,,,,0.99559724
2682,y_5gqV_TQ04,,,,,,,0.9981773
2683,btjv1eq2NWA,,,,,,,0.99719405
2684,a6kcKW1fDDY,,,,,,,0.99479496
2685,gSVTzXrTkxo,0.30979753,,,,,,0.6561172
2686,_xBKBrqW75A,0.041033994,,,,,,0.9543509
